CVE ID,Description,CVSS Score,Attack Vector,Affected OS,Severity,Vulnerability_Type,Attack_Vector_Type,CVE_Year,Description_Length,Cleaned_Description,Original_Length,Cleaned_Length,Reduction_Pct,Top_Keywords
CVE-2023-31024,"NVIDIA DGX A100 BMC contains a vulnerability in the host KVM daemon, where an unauthenticated attacker may cause stack memory corruption by sending a specially crafted network packet. A successful exploit of this vulnerability may lead to arbitrary code execution, denial of service, information disclosure, and data tampering.",9.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,Nvidia Dgx A100 Firmware,Critical,Remote Code Execution,Network,2023.0,327,nvidia dgx bmc contains vulnerability host kvm daemon unauthenticated attacker may cause stack memory corruption sending specially crafted network packet successful exploit vulnerability may lead arbitrary code execution denial service information disclosure data tampering,327,273,16.5,"stack memory, network packet, kvm, kvm daemon, host kvm"
CVE-2023-31025,NVIDIA DGX A100 BMC contains a vulnerability where an attacker may cause an LDAP user injection. A successful exploit of this vulnerability may lead to information disclosure.,6.5,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Nvidia Dgx A100 Firmware,Medium,Information Disclosure,Adjacent,2023.0,175,nvidia dgx bmc contains vulnerability attacker may cause ldap user injection successful exploit vulnerability may lead information disclosure,175,141,19.4,"ldap, dgx bmc, vulnerability attacker, lead information, bmc contains"
CVE-2023-31029,"NVIDIA DGX A100 baseboard management controller (BMC) contains a vulnerability in the host KVM daemon, where an unauthenticated attacker may cause a stack overflow by sending a specially crafted network packet. A successful exploit of this vulnerability may lead to arbitrary code execution, denial of service, information disclosure, and data tampering.",9.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,Nvidia Dgx A100 Firmware,Critical,Remote Code Execution,Local,2023.0,354,nvidia dgx baseboard management controller bmc contains vulnerability host kvm daemon unauthenticated attacker may cause stack overflow sending specially crafted network packet successful exploit vulnerability may lead arbitrary code execution denial service information disclosure data tampering,354,296,16.4,"overflow sending, host kvm, vulnerability host, packet successful, daemon unauthenticated"
CVE-2023-31030,"NVIDIA DGX A100 BMC contains a vulnerability in the host KVM daemon, where an unauthenticated attacker may cause a stack overflow by sending a specially crafted network packet. A successful exploit of this vulnerability may lead to arbitrary code execution, denial of service, information disclosure, and data tampering.",9.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,Nvidia Dgx A100 Firmware,Critical,Remote Code Execution,Local,2023.0,320,nvidia dgx bmc contains vulnerability host kvm daemon unauthenticated attacker may cause stack overflow sending specially crafted network packet successful exploit vulnerability may lead arbitrary code execution denial service information disclosure data tampering,320,264,17.5,"overflow sending, kvm, network packet, vulnerability host, daemon unauthenticated"
CVE-2023-31031,"NVIDIA DGX A100 SBIOS contains a vulnerability where a user may cause a heap-based buffer overflow by local access. A successful exploit of this vulnerability may lead to code execution, denial of service, information disclosure, and data tampering.",4.2,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,Nvidia Dgx A100 Firmware,Medium,Remote Code Execution,Local,2023.0,249,nvidia dgx sbios contains vulnerability user may cause heap based buffer overflow local access successful exploit vulnerability may lead code execution denial service information disclosure data tampering,249,204,18.1,"overflow local, access successful, dgx sbios, sbios contains, sbios"
CVE-2023-31032,NVIDIA DGX A100 SBIOS contains a vulnerability where a user may cause a dynamic variable evaluation by local access. A successful exploit of this vulnerability may lead to denial of service.,7.5,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H,Nvidia Dgx A100 Firmware,High,Denial of Service,Local,2023.0,190,nvidia dgx sbios contains vulnerability user may cause dynamic variable evaluation local access successful exploit vulnerability may lead denial service,190,152,20.0,"access successful, sbios, dgx sbios, sbios contains, vulnerability user"
CVE-2023-31033,"NVIDIA DGX A100 BMC contains a vulnerability where a user may cause a missing authentication issue for a critical function by an adjacent network . A successful exploit of this vulnerability may lead to escalation of privileges, code execution, denial of service, information disclosure, and data tampering.",6.8,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,Nvidia Dgx A100 Firmware,Medium,Remote Code Execution,Adjacent,2023.0,307,nvidia dgx bmc contains vulnerability user may cause missing authentication issue critical function adjacent network successful exploit vulnerability may lead escalation privilege code execution denial service information disclosure data tampering,307,247,19.5,"authentication issue, missing authentication, critical function, dgx bmc, bmc contains"
CVE-2023-31034,"NVIDIA DGX A100 SBIOS contains a vulnerability where a local attacker can cause input validation checks to be bypassed by causing an integer overflow. A successful exploit of this vulnerability may lead to denial of service, information disclosure, and data tampering.",6.6,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:C/C:L/I:L/A:H,Nvidia Dgx A100 Firmware,Medium,Denial of Service,Local,2023.0,268,nvidia dgx sbios contains vulnerability local attacker cause input validation check bypassed causing integer overflow successful exploit vulnerability may lead denial service information disclosure data tampering,268,212,20.9,"check bypassed, validation check, dgx sbios, sbios contains, sbios"
CVE-2023-31035,"NVIDIA DGX A100 SBIOS contains a vulnerability where an attacker may cause an SMI callout vulnerability that could be used to execute arbitrary code at the SMM level. A successful exploit of this vulnerability may lead to code execution, denial of service, escalation of privileges, and information disclosure.",7.5,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H,Nvidia Dgx A100 Firmware,High,Remote Code Execution,Local,2023.0,310,nvidia dgx sbios contains vulnerability attacker may cause smi callout vulnerability could used execute arbitrary code smm level successful exploit vulnerability may lead code execution denial service escalation privilege information disclosure,310,244,21.3,"service escalation, sbios contains, dgx sbios, sbios, lead code"
CVE-2023-6683,"A flaw was found in the QEMU built-in VNC server while processing ClientCutText messages. The qemu_clipboard_request() function can be reached before vnc_server_cut_text_caps() was called and had the chance to initialize the clipboard peer, leading to a NULL pointer dereference. This could allow a malicious authenticated VNC client to crash QEMU and trigger a denial of service.",6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"Redhat Enterprise Linux 9.0, Redhat Enterprise Linux 8.0",Medium,Denial of Service,Network,2023.0,380,flaw found qemu built vnc server processing clientcuttext message qemu clipboard request function reached vnc server cut text cap called chance initialize clipboard peer leading null pointer dereference could allow malicious authenticated vnc client crash qemu trigger denial service,380,283,25.5,"qemu, allow malicious, trigger denial, chance, initialize"
CVE-2024-0464,A vulnerability classified as critical has been found in code-projects Online Faculty Clearance 1.0. This affects an unknown part of the file delete_faculty.php of the component HTTP GET Request Handler. The manipulation of the argument id leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-250569 was assigned to this vulnerability.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,435,vulnerability classified critical found code project online faculty clearance affect unknown part file delete faculty php component http get request handler manipulation argument lead sql injection possible initiate attack remotely exploit disclosed public may used identifier vdb assigned vulnerability,435,303,30.3,"faculty, clearance, faculty clearance, online faculty, http get"
CVE-2024-0465,A vulnerability classified as problematic was found in code-projects Employee Profile Management System 1.0. This vulnerability affects unknown code of the file download.php. The manipulation of the argument download_file leads to path traversal: '../filedir'. The exploit has been disclosed to the public and may be used. VDB-250570 is the identifier assigned to this vulnerability.,3.5,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,,Low,Path Traversal,Adjacent,2024.0,383,vulnerability classified problematic found code project employee profile management system vulnerability affect unknown code file download php manipulation argument download file lead path traversal filedir exploit disclosed public may used vdb identifier assigned vulnerability,383,278,27.4,"download, filedir exploit, project employee, employee profile, profile management"
CVE-2024-0466,"A vulnerability, which was classified as critical, has been found in code-projects Employee Profile Management System 1.0. This issue affects some unknown processing of the file file_table.php. The manipulation of the argument per_id leads to sql injection. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250571.",5.5,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Adjacent,2024.0,382,vulnerability classified critical found code project employee profile management system issue affect unknown processing file file table php manipulation argument per lead sql injection exploit disclosed public may used associated identifier vulnerability vdb,382,258,32.5,"project employee, employee profile, employee, profile management, file file"
CVE-2010-10011,"A vulnerability, which was classified as problematic, was found in Acritum Femitter Server 1.04. Affected is an unknown function. The manipulation leads to path traversal. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-250446 is the identifier assigned to this vulnerability.",4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,Medium,Path Traversal,Network,2010.0,340,vulnerability classified problematic found acritum femitter server affected unknown function manipulation lead path traversal possible launch attack remotely exploit disclosed public may used vdb identifier assigned vulnerability,340,229,32.6,"function manipulation, lead path, path traversal, traversal, affected unknown"
CVE-2024-0467,"A vulnerability, which was classified as problematic, was found in code-projects Employee Profile Management System 1.0. Affected is an unknown function of the file edit_position_query.php. The manipulation of the argument pos_name leads to cross site scripting. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250572.",3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,,Low,Other,Network,2024.0,422,vulnerability classified problematic found code project employee profile management system affected unknown function file edit position query php manipulation argument po name lead cross site scripting possible launch attack remotely exploit disclosed public may used identifier vulnerability vdb,422,296,29.9,"project employee, profile management, employee, employee profile, po"
CVE-2024-22206,"Clerk helps developers build user management. Unauthorized access or privilege escalation due to a logic flaw in auth() in the App Router or getAuth() in the Pages Router. This vulnerability was patched in version 4.29.3.
",9.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,,Critical,Privilege Escalation,Network,2024.0,222,clerk help developer build user management unauthorized access privilege escalation due logic flaw auth app router getauth page router vulnerability patched version VERSION,222,172,22.5,"router, management unauthorized, help, developer, auth"
CVE-2023-42463,"Wazuh is a free and open source platform used for threat prevention, detection, and response. This bug introduced a stack overflow hazard that could allow a local privilege escalation. This vulnerability was patched in version 4.5.3.",7.4,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Local,2023.0,233,wazuh free open source platform used threat prevention detection response bug introduced stack overflow hazard could allow local privilege escalation vulnerability patched version VERSION,233,187,19.7,"threat, detection, free open, escalation vulnerability, local privilege"
CVE-2023-48297,"Discourse is a platform for community discussion. The message serializer uses the full list of expanded chat mentions (@all and @here) which can lead to a very long array of users. This issue was patched in versions 3.1.4 and beta 3.2.0.beta5.
",8.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,,High,Other,Network,2023.0,244,discourse platform community discussion message serializer us full list expanded chat mention lead long array user issue patched version VERSION beta VERSIONbeta,244,161,34.0,"beta, version beta, community discussion, platform community, discourse platform"
CVE-2023-49098,Discourse-reactions is a plugin that allows user to add their reactions to the post. Data about a user's reaction notifications could be exposed. This vulnerability was patched in commit 2c26939.,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,,Low,Other,Network,2023.0,195,discourse reaction plugin allows user add reaction post data user reaction notification could exposed vulnerability patched commit,195,130,33.3,"user add, discourse, allows user, exposed, patched commit"
CVE-2023-49099,"Discourse is a platform for community discussion. Under very specific circumstances, secure upload URLs associated with posts can be accessed by guest users even when login is required. This vulnerability has been patched in 3.2.0.beta4 and 3.1.4.",3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N,,Low,Other,Network,2023.0,247,discourse platform community discussion specific circumstance secure upload url associated post accessed guest user even login required vulnerability patched VERSIONbeta VERSION,247,177,28.3,"specific circumstance, platform community, accessed, community discussion, circumstance"
CVE-2023-49801,"Lif Auth Server is a server for validating logins, managing information, and account recovery for Lif Accounts. The issue relates to the `get_pfp` and `get_banner` routes on Auth Server. The issue is that there is no check to ensure that the file that Auth Server is receiving through these URLs is correct. This could allow an attacker access to files they shouldn't have access to. This issue has been patched in version 1.4.0.",4.2,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:N,,Medium,Other,Network,2023.0,429,lif auth server server validating logins managing information account recovery lif account issue relates get pfp get banner route auth server issue check ensure file auth server receiving url correct could allow attacker access file access issue patched version VERSION,429,269,37.3,"auth, server, account, get, file access"
CVE-2023-51698,Atril is a simple multi-page document viewer. Atril is vulnerable to a critical Command Injection Vulnerability. This vulnerability gives the attacker immediate access to the target system when the target user opens a crafted document or clicks on a crafted link/URL using a maliciously crafted CBT document which is a TAR archive. A patch is available at commit ce41df6.,9.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:L,,Critical,Command Injection,Network,2023.0,371,atril simple multi page document viewer atril vulnerable critical command injection vulnerability vulnerability give attacker immediate access target system target user open crafted document click crafted link url using maliciously crafted cbt document tar archive patch available commit,371,287,22.6,"target, document, tar, maliciously, maliciously crafted"
CVE-2024-0468,A vulnerability has been found in code-projects Fighting Cock Information System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /admin/action/new-father.php. The manipulation of the argument image leads to unrestricted upload. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-250573 was assigned to this vulnerability.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,Other,Network,2024.0,443,vulnerability found code project fighting cock information system classified critical affected vulnerability unknown functionality file admin action new father php manipulation argument image lead unrestricted upload attack launched remotely exploit disclosed public may used identifier vdb assigned vulnerability,443,313,29.3,"action new, upload attack, admin action, lead unrestricted, fighting"
CVE-2024-0469,A vulnerability was found in code-projects Human Resource Integrated System 1.0 and classified as critical. Affected by this issue is some unknown functionality of the file update_personal_info.php. The manipulation of the argument sex leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-250574 is the identifier assigned to this vulnerability.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,419,vulnerability found code project human resource integrated system classified critical affected issue unknown functionality file update personal info php manipulation argument sex lead sql injection attack may launched remotely exploit disclosed public may used vdb identifier assigned vulnerability,419,298,28.9,"info php, resource integrated, integrated system, human resource, human"
CVE-2024-0470,A vulnerability was found in code-projects Human Resource Integrated System 1.0. It has been classified as critical. This affects an unknown part of the file /admin_route/inc_service_credits.php. The manipulation of the argument id leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250575.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,428,vulnerability found code project human resource integrated system classified critical affect unknown part file admin route inc service credit php manipulation argument lead sql injection possible initiate attack remotely exploit disclosed public may used associated identifier vulnerability vdb,428,294,31.3,"credit, admin route, service credit, credit php, project human"
CVE-2024-0471,A vulnerability was found in code-projects Human Resource Integrated System 1.0. It has been declared as critical. This vulnerability affects unknown code of the file /admin_route/dec_service_credits.php. The manipulation of the argument date leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250576.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,418,vulnerability found code project human resource integrated system declared critical vulnerability affect unknown code file admin route dec service credit php manipulation argument date lead sql injection attack initiated remotely exploit disclosed public may used identifier vulnerability vdb,418,292,30.1,"date, admin route, credit, service credit, credit php"
CVE-2024-21654,"Rubygems.org is the Ruby community's gem hosting service. Rubygems.org users with MFA enabled would normally be protected from account takeover in the case of email account takeover. However, a workaround on the forgotten password form allows an attacker to bypass the MFA requirement and takeover the account. This vulnerability has been patched in commit 0b3272a.",4.8,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,,Medium,Other,Network,2024.0,365,rubygems org ruby community gem hosting service rubygems org user mfa enabled would normally protected account takeover case email account takeover however workaround forgotten password form allows attacker bypass mfa requirement takeover account vulnerability patched commit,365,275,24.7,"takeover, account takeover, org, account, case email"
CVE-2024-21655,"Discourse is a platform for community discussion. For fields that are client editable, limits on sizes are not imposed. This allows a malicious actor to cause a Discourse instance to use excessive disk space and also often excessive bandwidth. The issue is patched 3.1.4 and 3.2.0.beta4.",4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,,Medium,Other,Network,2024.0,287,discourse platform community discussion field client editable limit size imposed allows malicious actor cause discourse instance use excessive disk space also often excessive bandwidth issue patched VERSION VERSIONbeta,287,218,24.0,"excessive, discourse, often, allows malicious, discourse platform"
CVE-2022-4962,"A vulnerability was found in Apollo 2.0.0/2.0.1 and classified as problematic. Affected by this issue is some unknown functionality of the file /users of the component Configuration Center. The manipulation leads to improper authorization. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The real existence of this vulnerability is still doubted at the moment. VDB-250430 is the identifier assigned to this vulnerability. NOTE: The maintainer explains that user data information like user id, name, and email are not sensitive.",4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,,Medium,Other,Network,2022.0,578,vulnerability found apollo VERSION VERSION classified problematic affected issue unknown functionality file user component configuration center manipulation lead improper authorization attack may launched remotely exploit disclosed public may used real existence vulnerability still doubted moment vdb identifier assigned vulnerability note maintainer explains user data information like user name email sensitive,578,413,28.5,"improper authorization, information like, apollo, user component, still"
CVE-2023-49647,"Improper access control in Zoom Desktop Client for Windows, Zoom VDI Client for Windows, and Zoom SDKs for Windows before version 5.16.10 may allow an authenticated user to conduct an escalation of privilege via local access.",8.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,Microsoft Windows,High,Other,Local,2023.0,225,improper access control zoom desktop client window zoom vdi client window zoom sdks window version VERSION may allow authenticated user conduct escalation privilege via local access,225,181,19.6,"window, client, desktop client, conduct, desktop"
CVE-2024-0472,A vulnerability was found in code-projects Dormitory Management System 1.0. It has been rated as problematic. This issue affects some unknown processing of the file modifyuser.php. The manipulation of the argument mname leads to information disclosure. The exploit has been disclosed to the public and may be used. The identifier VDB-250577 was assigned to this vulnerability.,3.5,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,,Low,Information Disclosure,Adjacent,2024.0,376,vulnerability found code project dormitory management system rated problematic issue affect unknown processing file modifyuser php manipulation argument mname lead information disclosure exploit disclosed public may used identifier vdb assigned vulnerability,376,258,31.4,"modifyuser php, file modifyuser, modifyuser, dormitory, dormitory management"
CVE-2024-0473,A vulnerability classified as critical has been found in code-projects Dormitory Management System 1.0. Affected is an unknown function of the file comment.php. The manipulation of the argument com leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-250578 is the identifier assigned to this vulnerability.,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,390,vulnerability classified critical found code project dormitory management system affected unknown function file comment php manipulation argument com lead sql injection possible launch attack remotely exploit disclosed public may used vdb identifier assigned vulnerability,390,272,30.3,"comment, project dormitory, dormitory, dormitory management, com"
CVE-2024-21639,"CEF (Chromium Embedded Framework ) is a simple framework for embedding Chromium-based browsers in other applications. `CefLayeredWindowUpdaterOSR::OnAllocatedSharedMemory` does not check the size of the shared memory, which leads to out-of-bounds read outside the sandbox. This vulnerability was patched in commit 1f55d2e.",5.3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,,Medium,Other,Network,2024.0,322,cef chromium embedded framework simple framework embedding chromium based browser application ceflayeredwindowupdaterosr onallocatedsharedmemory check size shared memory lead bound read outside sandbox vulnerability patched commit,322,230,28.6,"chromium, framework, chromium embedded, sandbox vulnerability, based browser"
CVE-2023-48166,A directory traversal vulnerability in the SOAP Server integrated in Atos Unify OpenScape Voice V10 before V10R3.26.1 allows a remote attacker to view the contents of arbitrary files in the local file system. An unauthenticated attacker might obtain sensitive files that allow for the compromise of the underlying system.,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,High,Path Traversal,Network,2023.0,321,directory traversal vulnerability soap server integrated atos unify openscape voice allows remote attacker view content arbitrary file local file system unauthenticated attacker might obtain sensitive file allow compromise underlying system,321,240,25.2,"sensitive file, underlying system, voice, soap, attacker might"
CVE-2024-0230,A session management issue was addressed with improved checks. This issue is fixed in Magic Keyboard Firmware Update 2.0.6. An attacker with physical access to the accessory may be able to extract its Bluetooth pairing key and monitor Bluetooth traffic.,2.4,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Apple Magic Keyboard Firmware,Low,Other,Physical,2024.0,253,session management issue addressed improved check issue fixed magic keyboard firmware update VERSION attacker physical access accessory may able extract bluetooth pairing key monitor bluetooth traffic,253,200,20.9,"bluetooth, pairing, bluetooth pairing, able extract, firmware update"
CVE-2024-0474,A vulnerability classified as critical was found in code-projects Dormitory Management System 1.0. Affected by this vulnerability is an unknown functionality of the file login.php. The manipulation of the argument username leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250579.,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,,High,SQL Injection,Network,2024.0,408,vulnerability classified critical found code project dormitory management system affected vulnerability unknown functionality file login php manipulation argument username lead sql injection attack launched remotely exploit disclosed public may used associated identifier vulnerability vdb,408,289,29.2,"dormitory, project dormitory, dormitory management, login php, file login"
CVE-2024-23301,Relax-and-Recover (aka ReaR) through 2.7 creates a world-readable initrd when using GRUB_RESCUE=y. This allows local attackers to gain access to system secrets otherwise only readable by root.,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,"Fedoraproject Fedora 39, Suse Linux Enterprise 15.0, Redhat Enterprise Linux 9.0, Redhat Enterprise Linux 8.0",Medium,Other,Local,2024.0,192,relax recover aka rear creates world readable initrd using grub rescue allows local attacker gain access system secret otherwise readable root,192,142,26.0,"attacker gain, access system, grub, creates, aka"
CVE-2024-0475,"A vulnerability, which was classified as critical, has been found in code-projects Dormitory Management System 1.0. Affected by this issue is some unknown functionality of the file modifyuser.php. The manipulation of the argument user_id leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250580.",6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,,Medium,SQL Injection,Network,2024.0,412,vulnerability classified critical found code project dormitory management system affected issue unknown functionality file modifyuser php manipulation argument user lead sql injection attack may launched remotely exploit disclosed public may used identifier vulnerability vdb,412,275,33.3,"file modifyuser, modifyuser, modifyuser php, dormitory management, project dormitory"
CVE-2024-22137,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in MailMunch Constant Contact Forms by MailMunch allows Stored XSS.This issue affects Constant Contact Forms by MailMunch: from n/a through 2.0.11.

",6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L,,Medium,Cross-Site Scripting (XSS),Network,2024.0,248,improper neutralization input web page generation cross site scripting vulnerability mailmunch constant contact form mailmunch allows stored xss issue affect constant contact form mailmunch VERSION,248,197,20.6,"constant contact, constant, contact form, contact, form"
CVE-2024-22142,"Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Cozmoslabs Profile Builder Pro allows Reflected XSS.This issue affects Profile Builder Pro: from n/a through 3.10.0.

",7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,,High,Cross-Site Scripting (XSS),Network,2024.0,220,improper neutralization input web page generation cross site scripting vulnerability cozmoslabs profile builder pro allows reflected xss issue affect profile builder pro VERSION,220,177,19.5,"profile builder, pro, profile, builder, allows reflected"
CVE-2023-50072,A Stored Cross-Site Scripting (XSS) vulnerability exists in OpenKM version 7.1.40 (dbb6e88) With Professional Extension that allows an authenticated user to upload a note on a file which acts as a stored XSS payload. Any user who opens the note of a document file will trigger the XSS.,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,Medium,Cross-Site Scripting (XSS),Network,2023.0,285,stored cross site scripting xss vulnerability exists openkm version VERSION dbb professional extension allows authenticated user upload note file act stored xss payload user open note document file trigger xss,285,209,26.7,"xss, user upload, professional, xss payload, note"
CVE-2023-33472,"An issue was discovered in Scada-LTS v2.7.5.2 build 4551883606 and before, allows remote attackers with low-level authentication to escalate privileges, execute arbitrary code, and obtain sensitive information via Event Handlers function.",8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,High,Remote Code Execution,Network,2023.0,238,issue discovered scada lts VERSION build allows remote attacker low level authentication escalate privilege execute arbitrary code obtain sensitive information via event handler function,238,186,21.8,"handler function, build allows, attacker low, code obtain, version build"
CVE-2023-46942,"Lack of authentication in NPM's package @evershop/evershop before version 1.0.0-rc.8, allows remote attackers to obtain sensitive information via improper authorization in GraphQL endpoints.",7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,High,Information Disclosure,Network,2023.0,190,lack authentication npm package evershop evershop version VERSION allows remote attacker obtain sensitive information via improper authorization graphql endpoint,190,161,15.3,"evershop, package evershop, improper authorization, evershop version, evershop evershop"
CVE-2023-46943,"An issue was discovered in NPM's package @evershop/evershop before version 1.0.0-rc.8. The HMAC secret used for generating tokens is hardcoded as ""secret"". A weak HMAC secret poses a risk because attackers can use the predictable secret to create valid JSON Web Tokens (JWTs), allowing them access to important information and actions within the application.",9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,Critical,Other,Network,2023.0,358,issue discovered npm package evershop evershop version VERSION hmac secret used generating token hardcoded secret weak hmac secret pose risk attacker use predictable secret create valid json web token jwts allowing access important information action within application,358,269,24.9,"secret, evershop, token, allowing access, generating"
CVE-2023-51804,An issue in rymcu forest v.0.02 allows a remote attacker to obtain sensitive information via manipulation of the HTTP body URL in the com.rymcu.forest.web.api.common.UploadController file.,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,High,Information Disclosure,Network,2023.0,188,issue rymcu forest allows remote attacker obtain sensitive information via manipulation http body url com rymcu forest web api common uploadcontroller file,188,155,17.6,"common, com, body, obtain sensitive, information via"
CVE-2023-51805,SQL Injection vulnerability in TDuckCLoud tduck-platform v.4.0 allows a remote attacker to obtain sensitive information via the getFormKey parameter in the search function of FormDataMysqlService.java file.,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,,Medium,SQL Injection,Network,2023.0,206,sql injection vulnerability tduckcloud tduck platform allows remote attacker obtain sensitive information via getformkey parameter search function formdatamysqlservice java file,206,177,14.1,"java, search, obtain sensitive, information via, attacker obtain"
CVE-2023-51062,An unauthenticated log file read in the component log-smblog-save of QStar Archive Solutions RELEASE_3-0 Build 7 Patch 0 allows attackers to disclose the SMB Log contents via executing a crafted command.,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,Medium,Other,Network,2023.0,203,unauthenticated log file read component log smblog save qstar archive solution release build patch allows attacker disclose smb log content via executing crafted command,203,169,16.7,"log, disclose, smb, log file, patch allows"
